ship_1_x,ship_1_y,ship_1_u,ship_1_psi,ship_1_wp,ship_1_x_pred,ship_1_y_pred,colav_log,ship_2_x,ship_2_y,ship_2_u,ship_2_psi,ship_2_wp,ship_2_x_pred,ship_2_y_pred,ship_3_x,ship_3_y,ship_3_u,ship_3_psi,ship_3_wp,ship_3_x_pred,ship_3_y_pred,ship_4_x,ship_4_y,ship_4_u,ship_4_psi,ship_4_wp,ship_4_x_pred,ship_4_y_pred,time
275000.0,7044500.0,10.0,1.5707963267948966,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277500.0,7046000.0,10.0,1.88,"[[277500, 7046000, 10.0], [273000, 7058000, 10.0]]",273290.2484918444,7057226.529301445,272506.18,7046019.02,10.0,1.26,"[[272500, 7046000, 10.0], [277000, 7058000, 10.0]]",276716.8881233659,7057245.29716473,279987.96,7057984.03,10.0,-2.22,"[[280000, 7058000, 10.0], [270000, 7048000, 10.0]]",271508.5652989,7049507.284453673,0
275000.0,7044500.0,10.0,1.5707963267948966,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277493.82,7046019.02,10.0,1.88,"[[277500, 7046000, 10.0], [273000, 7058000, 10.0]]",273283.28236168966,7057245.254270861,272506.18,7046019.02,10.0,1.26,"[[272500, 7046000, 10.0], [277000, 7058000, 10.0]]",276716.8881233659,7057245.29716473,279987.96,7057984.03,10.0,-2.22,"[[280000, 7058000, 10.0], [270000, 7048000, 10.0]]",271508.5652989,7049507.284453673,1
275000.0,7044510.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277493.82,7046019.02,10.0,1.88,"[[277500, 7046000, 10.0], [273000, 7058000, 10.0]]",273283.28236168966,7057245.254270861,272509.27,7046028.53,10.0,1.26,"[[272500, 7046000, 10.0], [277000, 7058000, 10.0]]",276720.3705826549,7057254.65993358,279981.95,7057976.04,10.0,-2.22,"[[280000, 7058000, 10.0], [270000, 7048000, 10.0]]",271501.7123942156,7049500.138158452,2
275000.0,7044510.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277493.82,7046019.02,10.0,1.88,"[[277500, 7046000, 10.0], [273000, 7058000, 10.0]]",273283.28236168966,7057245.254270861,272509.27,7046028.53,10.0,1.26,"[[272500, 7046000, 10.0], [277000, 7058000, 10.0]]",276720.3705826549,7057254.65993358,279975.92,7057968.06,10.0,-2.22,"[[280000, 7058000, 10.0], [270000, 7048000, 10.0]]",271494.85112567444,7049492.990381094,3
275000.0,7044530.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277487.64,7046038.04,10.0,1.89,"[[277500, 7046000, 10.0], [273000, 7058000, 10.0]]",273276.2813585607,7057263.994551977,272512.36,7046038.04,10.0,1.26,"[[272500, 7046000, 10.0], [277000, 7058000, 10.0]]",276723.8536517784,7057264.022457382,279969.88,7057960.09,10.0,-2.22,"[[280000, 7058000, 10.0], [270000, 7048000, 10.0]]",271487.9872665602,7049485.845347051,4
275000.0,7044540.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277484.54,7046047.55,10.0,1.89,"[[277500, 7046000, 10.0], [273000, 7058000, 10.0]]",273272.7946498303,7057273.359382111,272518.57,7046057.06,10.0,1.25,"[[272500, 7046000, 10.0], [277000, 7058000, 10.0]]",276730.84530661453,7057282.7536673425,279963.83,7057952.13,10.0,-2.22,"[[280000, 7058000, 10.0], [270000, 7048000, 10.0]]",271481.12083043635,7049478.703038866,5
275000.0,7044550.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277484.54,7046047.55,10.0,1.89,"[[277500, 7046000, 10.0], [273000, 7058000, 10.0]]",273272.7946498303,7057273.359382111,272521.68,7046066.56,10.0,1.25,"[[272500, 7046000, 10.0], [277000, 7058000, 10.0]]",276734.33040949673,7057292.112898735,279957.75,7057944.19,10.0,-2.23,"[[280000, 7058000, 10.0], [270000, 7048000, 10.0]]",271474.19150887337,7049471.570202747,6
275000.0,7044560.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277478.32,7046066.56,10.0,1.89,"[[277500, 7046000, 10.0], [273000, 7058000, 10.0]]",273265.819003378,7057292.085668761,272524.8,7046076.06,10.0,1.25,"[[272500, 7046000, 10.0], [277000, 7058000, 10.0]]",276737.81784676877,7057301.4749927465,279951.64,7057936.27,10.0,-2.23,"[[280000, 7058000, 10.0], [270000, 7048000, 10.0]]",271467.30560885876,7049464.427556036,7
275000.0,7044570.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,0.0,277475.2,7046076.06,10.0,1.89,"[[277500, 7046000, 10.0], [273000, 7058000, 10.0]]",273262.3300931509,7057301.447137515,272527.94,7046085.55,10.0,1.25,"[[272500, 7046000, 10.0], [277000, 7058000, 10.0]]",276741.3062448733,7057310.834219917,279945.5,7057928.38,10.0,-2.24,"[[280000, 7058000, 10.0], [270000, 7048000, 10.0]]",271460.36346390325,7049457.301870765,8
275000.0,7044580.0,10.0,1.57,"[[275000, 7044500, 10.0], [275000, 7060000, 10.0]]",275000.0,7044500.0,1.0,277472.06,7046085.55,10.0,1.89,"[[277500, 7046000, 10.0], [273000, 7058000, 10.0]]",273258.840217385,7057310.805741251,272531.09,7046095.04,10.0,1.25,"[[272500, 7046000, 10.0], [277000, 7058000, 10.0]]",276744.7969243114,7057320.196331985,279945.5,7057928.38,10.0,-2.24,"[[280000, 7058000, 10.0], [270000, 7048000, 10.0]]",271460.36346390325,7049457.301870765,9
